date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:16:23	259493/259493	---M--	200	added ('OK')	image/png	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/screenshot_company.png	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/screenshot_company.png	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/layouts.html)
17:16:23	25915/25915	---MCZ	200	added ('OK')	text/html	etag:W/%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_app.html	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_app.html	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/layouts.html)
17:16:24	323560/323560	---M--	200	added ('OK')	image/png	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/screenshot_startup.png	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/screenshot_startup.png	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/layouts.html)
17:16:24	330093/330093	---M--	200	added ('OK')	image/png	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/screenshot_app.png	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/screenshot_app.png	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/layouts.html)
17:16:24	31055/31055	---MCZ	200	added ('OK')	text/html	etag:W/%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_personal.html	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_personal.html	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/layouts.html)
17:16:25	41898/41898	---MCZ	200	added ('OK')	text/html	etag:W/%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_fading.html	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_fading.html	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/layouts.html)
17:16:25	337295/337295	---M--	200	added ('OK')	image/png	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/screenshot_personal.png	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/screenshot_personal.png	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/layouts.html)
17:16:26	425000/425000	---M--	200	added ('OK')	image/jpeg	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/3.jpg	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/3.jpg	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index.html)
17:16:26	514064/514064	---M--	200	added ('OK')	image/jpeg	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/4.jpg	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/4.jpg	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index.html)
17:16:26	654886/654886	---M--	200	added ('OK')	image/jpeg	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/2.jpg	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/2.jpg	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index.html)
17:16:27	55368/55368	---M--	200	added ('OK')	image/jpeg	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/user_1.jpg	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/user_1.jpg	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index.html)
17:16:27	41473/41473	---M--	200	added ('OK')	image/jpeg	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/user_2.jpg	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/user_2.jpg	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index.html)
17:16:27	639534/639534	---M--	200	added ('OK')	image/jpeg	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/7.jpg	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/7.jpg	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index.html)
17:16:27	68164/68164	---M--	200	added ('OK')	image/jpeg	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/user_3.jpg	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/user_3.jpg	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index.html)
17:16:27	440794/440794	---M--	200	added ('OK')	image/jpeg	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/5.jpg	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/5.jpg	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index.html)
17:16:27	3761/3761	---MCZ	200	added ('OK')	application/javascript	etag:%22gz[041e01646c312aeec1ecbfcf4c82c633]%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/plugins/countTo/jquery.countTo.js	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/plugins/countTo/jquery.countTo.js	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index.html)
17:16:28	3011/3011	---MCZ	200	added ('OK')	text/css	etag:%22gz[041e01646c312aeec1ecbfcf4c82c633]%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/plugins/owl-carousel/assets/owl.carousel.min.css	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/plugins/owl-carousel/assets/owl.carousel.min.css	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_app.html)
17:16:28	1003/1003	---MCZ	200	added ('OK')	text/css	etag:%22gz[041e01646c312aeec1ecbfcf4c82c633]%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/plugins/owl-carousel/assets/owl.theme.default.min.css	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/plugins/owl-carousel/assets/owl.theme.default.min.css	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_app.html)
17:16:28	283831/283831	---M--	200	added ('OK')	image/png	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/iphone_device_1.png	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/iphone_device_1.png	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_app.html)
17:16:29	315697/315697	---M--	200	added ('OK')	image/png	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/iphone_device_2.png	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/iphone_device_2.png	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_app.html)
17:16:29	321616/321616	---M--	200	added ('OK')	image/png	etag:%22041e01646c312aeec1ecbfcf4c82c633%22	https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/iphone_device_3.png	D:/Templates%20Web/Plantilla%20Web%201%20-%20Delta%20Cargo/simpleqode-wb.bitbucket.io/wolfram/3.0.1/assets/img/iphone_device_3.png	(from https://simpleqode-wb.bitbucket.io/wolfram/3.0.1/index_app.html)
